,subject_id,age,hair_type,hair_color,eye_color,monk_scale,fitz_type
11090,2121,young adult,wavy,black,black,scale 5,type v
11091,2121,young adult,wavy,black,black,scale 5,type v
11092,2121,young adult,wavy,black,black,scale 5,type v
11093,2122,young adult,wavy,black,brown,scale 5,type v
11094,2122,young adult,wavy,black,brown,scale 5,type v
11095,2122,young adult,wavy,black,brown,scale 5,type v
11096,2122,young adult,wavy,black,brown,scale 5,type v
11097,2123,young adult,straight,black,black,scale 5,type iv
11098,2123,young adult,straight,black,black,scale 5,type iv
11099,2123,young adult,straight,black,black,scale 5,type iv
11100,2123,young adult,straight,black,black,scale 5,type iv
11101,2124,young adult,wavy,black,black,scale 5,type iv
11102,2124,young adult,wavy,black,black,scale 5,type iv
11103,2124,young adult,wavy,black,black,scale 5,type iv
11104,2124,young adult,wavy,black,black,scale 5,type iv
11105,2125,adult,curly,black,brown,scale 5,type iv
11106,2125,adult,curly,black,brown,scale 5,type iv
11107,2125,adult,curly,black,brown,scale 5,type iv
11108,2125,adult,curly,black,brown,scale 5,type iv
11113,2127,young adult,straight,black,black,scale 4,type iv
11114,2127,young adult,straight,black,black,scale 4,type iv
11115,2127,young adult,straight,black,black,scale 4,type iv
11116,2127,young adult,straight,black,black,scale 4,type iv
11117,2128,young adult,wavy,black,black,scale 5,type iv
11118,2128,young adult,wavy,black,black,scale 5,type iv
11119,2128,young adult,wavy,black,black,scale 5,type iv
11120,2128,young adult,wavy,black,black,scale 5,type iv
11121,2129,young adult,straight,black,brown,scale 5,type iv
11122,2129,young adult,straight,black,brown,scale 5,type iv
11123,2129,young adult,straight,black,brown,scale 5,type iv
11124,2129,young adult,straight,black,brown,scale 5,type iv
11129,2131,young adult,curly,black,black,scale 4,type iii
11130,2131,young adult,curly,black,black,scale 4,type iii
11131,2131,young adult,curly,black,black,scale 4,type iii
11132,2131,young adult,curly,black,black,scale 4,type iii
11133,2132,adult,wavy,black,brown,scale 6,type v
11134,2132,adult,wavy,black,brown,scale 6,type v
11135,2132,adult,wavy,black,brown,scale 6,type v
11136,2132,adult,wavy,black,brown,scale 6,type v
11137,2133,young adult,straight,black,black,scale 5,type iv
11138,2133,young adult,straight,black,black,scale 5,type iv
11139,2133,young adult,straight,black,black,scale 5,type iv
11140,2133,young adult,straight,black,black,scale 5,type iv
11141,2134,young adult,wavy,black,brown,scale 5,type iv
11142,2134,young adult,wavy,black,brown,scale 5,type iv
11143,2134,young adult,wavy,black,brown,scale 5,type iv
11144,2134,young adult,wavy,black,brown,scale 5,type iv
11145,2135,young adult,wavy,black,brown,scale 5,type iii
11146,2135,young adult,wavy,black,brown,scale 5,type iii
11147,2135,young adult,wavy,black,brown,scale 5,type iii
11148,2135,young adult,wavy,black,brown,scale 5,type iii
11149,2136,adult,wavy,black,black,scale 6,type v
11150,2136,adult,wavy,black,black,scale 6,type v
11151,2136,adult,wavy,black,black,scale 6,type v
11152,2136,adult,wavy,black,black,scale 6,type v
11157,2138,young adult,wavy,black,black,scale 5,type iv
11158,2138,young adult,wavy,black,black,scale 5,type iv
11159,2138,young adult,wavy,black,black,scale 5,type iv
11160,2138,young adult,wavy,black,black,scale 5,type iv
11161,2139,young adult,wavy,black,brown,scale 5,type iv
11162,2139,young adult,wavy,black,brown,scale 5,type iv
11163,2139,young adult,wavy,black,brown,scale 5,type iv
11164,2139,young adult,wavy,black,brown,scale 5,type iv
11165,2140,young adult,wavy,black,black,scale 5,type v
11166,2140,young adult,wavy,black,black,scale 5,type v
11167,2140,young adult,wavy,black,black,scale 5,type v
11168,2140,young adult,wavy,black,black,scale 5,type v
11169,2141,young adult,wavy,black,brown,scale 5,type v
11170,2141,young adult,wavy,black,brown,scale 5,type v
11171,2141,young adult,wavy,black,brown,scale 5,type v
11172,2141,young adult,wavy,black,brown,scale 5,type v
11173,2142,young adult,wavy,black,black,scale 5,type iv
11174,2142,young adult,wavy,black,black,scale 5,type iv
11175,2142,young adult,wavy,black,black,scale 5,type iv
11176,2142,young adult,wavy,black,black,scale 5,type iv
11177,2143,young adult,straight,black,black,scale 5,type iv
11178,2143,young adult,straight,black,black,scale 5,type iv
11179,2143,young adult,straight,black,black,scale 5,type iv
11180,2143,young adult,straight,black,black,scale 5,type iv
11181,2144,young adult,wavy,black,brown,scale 5,type iv
11182,2144,young adult,wavy,black,brown,scale 5,type iv
11183,2144,young adult,wavy,black,brown,scale 5,type iv
11184,2144,young adult,wavy,black,brown,scale 5,type iv
11185,2145,young adult,wavy,black,black,scale 5,type iv
11186,2145,young adult,wavy,black,black,scale 5,type iv
11187,2145,young adult,wavy,black,black,scale 5,type iv
11188,2145,young adult,wavy,black,black,scale 5,type iv
11189,2146,young adult,wavy,black,brown,scale 6,type v
11190,2146,young adult,wavy,black,brown,scale 6,type v
11191,2146,young adult,wavy,black,brown,scale 6,type v
11192,2146,young adult,wavy,black,brown,scale 6,type v
11193,2147,adult,wavy,black,brown,scale 5,type v
11194,2147,adult,wavy,black,brown,scale 5,type v
11195,2147,adult,wavy,black,brown,scale 5,type v
11196,2147,adult,wavy,black,brown,scale 5,type v
11197,2148,adult,straight,black,black,scale 5,type iv
11198,2148,adult,straight,black,black,scale 5,type iv
11199,2148,adult,straight,black,black,scale 5,type iv
11200,2148,adult,straight,black,black,scale 5,type iv
11201,2149,young adult,wavy,black,brown,scale 5,type iv
11202,2149,young adult,wavy,black,brown,scale 5,type iv
11203,2149,young adult,wavy,black,brown,scale 5,type iv
11204,2149,young adult,wavy,black,brown,scale 5,type iv
11205,2150,young adult,wavy,black,black,scale 5,type iv
11206,2150,young adult,wavy,black,black,scale 5,type iv
11207,2150,young adult,wavy,black,black,scale 5,type iv
11208,2150,young adult,wavy,black,black,scale 5,type iv
11209,2151,adult,straight,black,black,scale 5,type iv
11210,2151,adult,straight,black,black,scale 5,type iv
11211,2151,adult,straight,black,black,scale 5,type iv
11212,2151,adult,straight,black,black,scale 5,type iv
11213,2152,young adult,wavy,black,brown,scale 6,type v
11214,2152,young adult,wavy,black,brown,scale 6,type v
11215,2152,young adult,wavy,black,brown,scale 6,type v
11216,2152,young adult,wavy,black,brown,scale 6,type v
11217,2153,young adult,wavy,black,brown,scale 6,type iv
11218,2153,young adult,wavy,black,brown,scale 6,type iv
11219,2153,young adult,wavy,black,brown,scale 6,type iv
11220,2153,young adult,wavy,black,brown,scale 6,type iv
11221,2154,young adult,wavy,black,black,scale 5,type iv
11222,2154,young adult,wavy,black,black,scale 5,type iv
11223,2154,young adult,wavy,black,black,scale 5,type iv
11224,2154,young adult,wavy,black,black,scale 5,type iv
11225,2155,young adult,wavy,black,black,scale 5,type iv
11226,2155,young adult,wavy,black,black,scale 5,type iv
11227,2155,young adult,wavy,black,black,scale 5,type iv
11228,2155,young adult,wavy,black,black,scale 5,type iv
11229,2156,adult,wavy,black,black,scale 5,type v
11230,2156,adult,wavy,black,black,scale 5,type v
11231,2156,adult,wavy,black,black,scale 5,type v
11232,2156,adult,wavy,black,black,scale 5,type v
11233,2157,young adult,wavy,black,brown,scale 5,type v
11234,2157,young adult,wavy,black,brown,scale 5,type v
11235,2157,young adult,wavy,black,brown,scale 5,type v
11236,2157,young adult,wavy,black,brown,scale 5,type v
11237,2158,young adult,wavy,black,brown,scale 5,type iv
11238,2158,young adult,wavy,black,brown,scale 5,type iv
11239,2158,young adult,wavy,black,brown,scale 5,type iv
11240,2158,young adult,wavy,black,brown,scale 5,type iv
11241,2159,young adult,wavy,black,brown,scale 5,type iv
11242,2159,young adult,wavy,black,brown,scale 5,type iv
11243,2159,young adult,wavy,black,brown,scale 5,type iv
11244,2159,young adult,wavy,black,brown,scale 5,type iv
11245,2160,young adult,wavy,black,black,scale 5,type v
11246,2160,young adult,wavy,black,black,scale 5,type v
11247,2160,young adult,wavy,black,black,scale 5,type v
11248,2160,young adult,wavy,black,black,scale 5,type v
11249,2161,young adult,straight,black,black,scale 5,type iv
11250,2161,young adult,straight,black,black,scale 5,type iv
11251,2161,young adult,straight,black,black,scale 5,type iv
11252,2161,young adult,straight,black,black,scale 5,type iv
11253,2162,young adult,straight,black,black,scale 5,type iv
11254,2162,young adult,straight,black,black,scale 5,type iv
11255,2162,young adult,straight,black,black,scale 5,type iv
11256,2162,young adult,straight,black,black,scale 5,type iv
11261,2164,young adult,wavy,black,black,scale 5,type iv
11262,2164,young adult,wavy,black,black,scale 5,type iv
11263,2164,young adult,wavy,black,black,scale 5,type iv
11264,2164,young adult,wavy,black,black,scale 5,type iv
11265,2165,young adult,straight,black,black,scale 5,type v
11266,2165,young adult,straight,black,black,scale 5,type v
11267,2165,young adult,straight,black,black,scale 5,type v
11268,2165,young adult,straight,black,black,scale 5,type v
11269,2166,adult,wavy,black,black,scale 6,type iv
11270,2166,adult,wavy,black,black,scale 6,type iv
11271,2166,adult,wavy,black,black,scale 6,type iv
11272,2166,adult,wavy,black,black,scale 6,type iv
11273,2167,young adult,straight,black,brown,scale 5,type v
11274,2167,young adult,straight,black,brown,scale 5,type v
11275,2167,young adult,straight,black,brown,scale 5,type v
11276,2167,young adult,straight,black,brown,scale 5,type v
11277,2168,young adult,wavy,black,brown,scale 5,type iv
11278,2168,young adult,wavy,black,brown,scale 5,type iv
11279,2168,young adult,wavy,black,brown,scale 5,type iv
11280,2168,young adult,wavy,black,brown,scale 5,type iv
11281,2169,adult,wavy,black,brown,scale 4,type iv
11282,2169,adult,wavy,black,brown,scale 4,type iv
11283,2169,adult,wavy,black,brown,scale 4,type iv
11284,2169,adult,wavy,black,brown,scale 4,type iv
11285,2170,young adult,curly,black,black,scale 6,type v
11286,2170,young adult,curly,black,black,scale 6,type v
11287,2170,young adult,curly,black,black,scale 6,type v
11288,2170,young adult,curly,black,black,scale 6,type v
11293,2172,adult,straight,black,brown,scale 5,type v
11294,2172,adult,straight,black,brown,scale 5,type v
11295,2172,adult,straight,black,brown,scale 5,type v
11296,2172,adult,straight,black,brown,scale 5,type v
11301,2174,young adult,straight,black,black,scale 5,type iv
11302,2174,young adult,straight,black,black,scale 5,type iv
11303,2174,young adult,straight,black,black,scale 5,type iv
11304,2174,young adult,straight,black,black,scale 5,type iv
11305,2175,adult,wavy,black,brown,scale 5,type v
11306,2175,adult,wavy,black,brown,scale 5,type v
11307,2175,adult,wavy,black,brown,scale 5,type v
11308,2175,adult,wavy,black,brown,scale 5,type v
11309,2176,young adult,straight,black,black,scale 4,type iv
11310,2176,young adult,straight,black,black,scale 4,type iv
11311,2176,young adult,straight,black,black,scale 4,type iv
11312,2176,young adult,straight,black,black,scale 4,type iv
11313,2177,adult,straight,black,brown,scale 5,type v
11314,2177,adult,straight,black,brown,scale 5,type v
11315,2177,adult,straight,black,brown,scale 5,type v
11316,2177,adult,straight,black,brown,scale 5,type v
11317,2178,young adult,straight,black,brown,scale 5,type iv
11318,2178,young adult,straight,black,brown,scale 5,type iv
11319,2178,young adult,straight,black,brown,scale 5,type iv
11320,2178,young adult,straight,black,brown,scale 5,type iv
11321,2179,adult,straight,black,brown,scale 5,type v
11322,2179,adult,straight,black,brown,scale 5,type v
11323,2179,adult,straight,black,brown,scale 5,type v
11324,2179,adult,straight,black,brown,scale 5,type v
11325,2180,young adult,straight,black,black,scale 5,type v
11326,2180,young adult,straight,black,black,scale 5,type v
11327,2180,young adult,straight,black,black,scale 5,type v
11328,2180,young adult,straight,black,black,scale 5,type v
11329,2181,adult,straight,black,black,scale 6,type v
11330,2181,adult,straight,black,black,scale 6,type v
11331,2181,adult,straight,black,black,scale 6,type v
11332,2181,adult,straight,black,black,scale 6,type v
11333,2182,adult,straight,black,black,scale 6,type v
11334,2182,adult,straight,black,black,scale 6,type v
11335,2182,adult,straight,black,black,scale 6,type v
11336,2182,adult,straight,black,black,scale 6,type v
11341,2184,young adult,wavy,black,black,scale 5,type iv
11342,2184,young adult,wavy,black,black,scale 5,type iv
11343,2184,young adult,wavy,black,black,scale 5,type iv
11344,2184,young adult,wavy,black,black,scale 5,type iv
11345,2185,young adult,wavy,black,brown,scale 5,type v
11346,2185,young adult,wavy,black,brown,scale 5,type v
11347,2185,young adult,wavy,black,brown,scale 5,type v
11348,2185,young adult,wavy,black,brown,scale 5,type v
11349,2186,young adult,straight,black,black,scale 5,type v
11350,2186,young adult,straight,black,black,scale 5,type v
11351,2186,young adult,straight,black,black,scale 5,type v
11352,2186,young adult,straight,black,black,scale 5,type v
11353,2187,young adult,wavy,black,black,scale 5,type v
11354,2187,young adult,wavy,black,black,scale 5,type v
11355,2187,young adult,wavy,black,black,scale 5,type v
11356,2187,young adult,wavy,black,black,scale 5,type v
11357,2188,young adult,wavy,black,brown,scale 4,type iii
11358,2188,young adult,wavy,black,brown,scale 4,type iii
11359,2188,young adult,wavy,black,brown,scale 4,type iii
11360,2188,young adult,wavy,black,brown,scale 4,type iii
11361,2189,young adult,wavy,black,black,scale 5,type v
11362,2189,young adult,wavy,black,black,scale 5,type v
11363,2189,young adult,wavy,black,black,scale 5,type v
11364,2189,young adult,wavy,black,black,scale 5,type v
11369,2191,young adult,wavy,black,black,scale 5,type iv
11370,2191,young adult,wavy,black,black,scale 5,type iv
11371,2191,young adult,wavy,black,black,scale 5,type iv
11372,2191,young adult,wavy,black,black,scale 5,type iv
11385,2195,young adult,wavy,black,brown,scale 5,type iv
11386,2195,young adult,wavy,black,brown,scale 5,type iv
11387,2195,young adult,wavy,black,brown,scale 5,type iv
11388,2195,young adult,wavy,black,brown,scale 5,type iv
11389,2196,adult,wavy,black,brown,scale 5,type iv
11390,2196,adult,wavy,black,brown,scale 5,type iv
11391,2196,adult,wavy,black,brown,scale 5,type iv
11392,2196,adult,wavy,black,brown,scale 5,type iv
11393,2197,adult,straight,black,black,scale 5,type iv
11394,2197,adult,straight,black,black,scale 5,type iv
11395,2197,adult,straight,black,black,scale 5,type iv
11396,2197,adult,straight,black,black,scale 5,type iv
11397,2198,young adult,wavy,black,brown,scale 5,type v
11398,2198,young adult,wavy,black,brown,scale 5,type v
11399,2198,young adult,wavy,black,brown,scale 5,type v
11400,2198,young adult,wavy,black,brown,scale 5,type v
11401,2199,young adult,wavy,brown,brown,scale 5,type iv
11402,2199,young adult,wavy,brown,brown,scale 5,type iv
11403,2199,young adult,wavy,brown,brown,scale 5,type iv
11404,2199,young adult,wavy,brown,brown,scale 5,type iv
11405,2200,young adult,wavy,black,black,scale 5,type iv
11406,2200,young adult,wavy,black,black,scale 5,type iv
11407,2200,young adult,wavy,black,black,scale 5,type iv
11408,2200,young adult,wavy,black,black,scale 5,type iv
11409,2201,young adult,wavy,black,black,scale 5,type iv
11410,2201,young adult,wavy,black,black,scale 5,type iv
11411,2201,young adult,wavy,black,black,scale 5,type iv
11412,2201,young adult,wavy,black,black,scale 5,type iv
11413,2202,young adult,wavy,black,black,scale 5,type v
11414,2202,young adult,wavy,black,black,scale 5,type v
11415,2202,young adult,wavy,black,black,scale 5,type v
11416,2202,young adult,wavy,black,black,scale 5,type v
11417,2203,young adult,curly,black,black,scale 5,type v
11418,2203,young adult,curly,black,black,scale 5,type v
11419,2203,young adult,curly,black,black,scale 5,type v
11420,2203,young adult,curly,black,black,scale 5,type v
11421,2204,young adult,curly,black,black,scale 5,type v
11422,2204,young adult,curly,black,black,scale 5,type v
11423,2204,young adult,curly,black,black,scale 5,type v
11424,2204,young adult,curly,black,black,scale 5,type v
11425,2205,young adult,straight,black,black,scale 5,type v
11426,2205,young adult,straight,black,black,scale 5,type v
11427,2205,young adult,straight,black,black,scale 5,type v
11428,2205,young adult,straight,black,black,scale 5,type v
11429,2206,young adult,wavy,black,black,scale 5,type v
11430,2206,young adult,wavy,black,black,scale 5,type v
11431,2206,young adult,wavy,black,black,scale 5,type v
11432,2206,young adult,wavy,black,black,scale 5,type v
11437,2208,young adult,wavy,black,brown,scale 5,type v
11438,2208,young adult,wavy,black,brown,scale 5,type v
11439,2208,young adult,wavy,black,brown,scale 5,type v
11440,2208,young adult,wavy,black,brown,scale 5,type v
11441,2209,adult,wavy,black,black,scale 5,type iv
11442,2209,adult,wavy,black,black,scale 5,type iv
11443,2209,adult,wavy,black,black,scale 5,type iv
11444,2209,adult,wavy,black,black,scale 5,type iv
11445,2210,young adult,wavy,black,brown,scale 5,type v
11446,2210,young adult,wavy,black,brown,scale 5,type v
11447,2210,young adult,wavy,black,brown,scale 5,type v
11448,2210,young adult,wavy,black,brown,scale 5,type v
11449,2211,young adult,wavy,black,brown,scale 5,type v
11450,2211,young adult,wavy,black,brown,scale 5,type v
11451,2211,young adult,wavy,black,brown,scale 5,type v
11452,2211,young adult,wavy,black,brown,scale 5,type v
11453,2212,young adult,straight,black,black,scale 5,type iv
11454,2212,young adult,straight,black,black,scale 5,type iv
11455,2212,young adult,straight,black,black,scale 5,type iv
11456,2212,young adult,straight,black,black,scale 5,type iv
11461,2214,young adult,straight,black,black,scale 4,type iv
11462,2214,young adult,straight,black,black,scale 4,type iv
11463,2214,young adult,straight,black,black,scale 4,type iv
11464,2214,young adult,straight,black,black,scale 4,type iv
11465,2215,young adult,wavy,black,brown,scale 5,type iv
11466,2215,young adult,wavy,black,brown,scale 5,type iv
11467,2215,young adult,wavy,black,brown,scale 5,type iv
11468,2215,young adult,wavy,black,brown,scale 5,type iv
11473,2217,young adult,wavy,black,brown,scale 5,type v
11474,2217,young adult,wavy,black,brown,scale 5,type v
11475,2217,young adult,wavy,black,brown,scale 5,type v
11476,2217,young adult,wavy,black,brown,scale 5,type v
11477,2218,adult,wavy,black,black,scale 5,type v
11478,2218,adult,wavy,black,black,scale 5,type v
11479,2218,adult,wavy,black,black,scale 5,type v
11480,2218,adult,wavy,black,black,scale 5,type v
11481,2219,young adult,wavy,black,black,scale 6,type v
11482,2219,young adult,wavy,black,black,scale 6,type v
11483,2219,young adult,wavy,black,black,scale 6,type v
11484,2219,young adult,wavy,black,black,scale 6,type v
11485,2220,young adult,wavy,black,brown,scale 5,type iv
11486,2220,young adult,wavy,black,brown,scale 5,type iv
11487,2220,young adult,wavy,black,brown,scale 5,type iv
11488,2220,young adult,wavy,black,brown,scale 5,type iv
11489,2221,young adult,wavy,black,black,scale 5,type iv
11490,2221,young adult,wavy,black,black,scale 5,type iv
11491,2221,young adult,wavy,black,black,scale 5,type iv
11492,2221,young adult,wavy,black,black,scale 5,type iv
11493,2222,adult,wavy,black,brown,scale 5,type iv
11494,2222,adult,wavy,black,brown,scale 5,type iv
11495,2222,adult,wavy,black,brown,scale 5,type iv
11496,2222,adult,wavy,black,brown,scale 5,type iv
11497,2223,adult,straight,black,brown,scale 5,type iv
11498,2223,adult,straight,black,brown,scale 5,type iv
11499,2223,adult,straight,black,brown,scale 5,type iv
11500,2223,adult,straight,black,brown,scale 5,type iv
11501,2224,young adult,wavy,black,brown,scale 5,type v
11502,2224,young adult,wavy,black,brown,scale 5,type v
11503,2224,young adult,wavy,black,brown,scale 5,type v
11504,2224,young adult,wavy,black,brown,scale 5,type v
11505,2225,young adult,straight,black,black,scale 5,type iv
11506,2225,young adult,straight,black,black,scale 5,type iv
11507,2225,young adult,straight,black,black,scale 5,type iv
11508,2225,young adult,straight,black,black,scale 5,type iv
11509,2226,young adult,straight,black,black,scale 5,type v
11510,2226,young adult,straight,black,black,scale 5,type v
11511,2226,young adult,straight,black,black,scale 5,type v
11512,2226,young adult,straight,black,black,scale 5,type v
11513,2227,young adult,wavy,black,brown,scale 5,type v
11514,2227,young adult,wavy,black,brown,scale 5,type v
11515,2227,young adult,wavy,black,brown,scale 5,type v
11516,2227,young adult,wavy,black,brown,scale 5,type v
11517,2228,adult,straight,black,black,scale 5,type v
11518,2228,adult,straight,black,black,scale 5,type v
11519,2228,adult,straight,black,black,scale 5,type v
11520,2228,adult,straight,black,black,scale 5,type v
11525,2230,young adult,straight,black,black,scale 5,type v
11526,2230,young adult,straight,black,black,scale 5,type v
11527,2230,young adult,straight,black,black,scale 5,type v
11528,2230,young adult,straight,black,black,scale 5,type v
11529,2231,young adult,straight,black,brown,scale 5,type v
11530,2231,young adult,straight,black,brown,scale 5,type v
11531,2231,young adult,straight,black,brown,scale 5,type v
11532,2231,young adult,straight,black,brown,scale 5,type v
11533,2232,adult,straight,black,brown,scale 5,type v
11534,2232,adult,straight,black,brown,scale 5,type v
11535,2232,adult,straight,black,brown,scale 5,type v
11536,2232,adult,straight,black,brown,scale 5,type v
11541,2234,young adult,straight,black,black,scale 5,type v
11542,2234,young adult,straight,black,black,scale 5,type v
11543,2234,young adult,straight,black,black,scale 5,type v
11544,2234,young adult,straight,black,black,scale 5,type v
11545,2235,young adult,wavy,black,brown,scale 5,type v
11546,2235,young adult,wavy,black,brown,scale 5,type v
11547,2235,young adult,wavy,black,brown,scale 5,type v
11548,2235,young adult,wavy,black,brown,scale 5,type v
11549,2236,young adult,straight,black,brown,scale 5,type iv
11550,2236,young adult,straight,black,brown,scale 5,type iv
11551,2236,young adult,straight,black,brown,scale 5,type iv
11552,2236,young adult,straight,black,brown,scale 5,type iv
11553,2237,young adult,wavy,black,brown,scale 5,type iv
11554,2237,young adult,wavy,black,brown,scale 5,type iv
11555,2237,young adult,wavy,black,brown,scale 5,type iv
11556,2237,young adult,wavy,black,brown,scale 5,type iv
11557,2238,young adult,straight,black,black,scale 5,type v
11558,2238,young adult,straight,black,black,scale 5,type v
11559,2238,young adult,straight,black,black,scale 5,type v
11560,2238,young adult,straight,black,black,scale 5,type v
11561,2239,adult,straight,black,black,scale 5,type iv
11562,2239,adult,straight,black,black,scale 5,type iv
11563,2239,adult,straight,black,black,scale 5,type iv
11564,2239,adult,straight,black,black,scale 5,type iv
11573,2242,young adult,straight,black,brown,scale 5,type v
11574,2242,young adult,straight,black,brown,scale 5,type v
11575,2242,young adult,straight,black,brown,scale 5,type v
11576,2242,young adult,straight,black,brown,scale 5,type v
11577,2243,young adult,straight,black,black,scale 5,type iv
11578,2243,young adult,straight,black,black,scale 5,type iv
11579,2243,young adult,straight,black,black,scale 5,type iv
11580,2243,young adult,straight,black,black,scale 5,type iv
11581,2244,young adult,straight,black,brown,scale 5,type iv
11582,2244,young adult,straight,black,brown,scale 5,type iv
11583,2244,young adult,straight,black,brown,scale 5,type iv
11584,2244,young adult,straight,black,brown,scale 5,type iv
11585,2245,young adult,straight,black,black,scale 5,type iv
11586,2245,young adult,straight,black,black,scale 5,type iv
11587,2245,young adult,straight,black,black,scale 5,type iv
11588,2245,young adult,straight,black,black,scale 5,type iv
11589,2246,young adult,wavy,black,brown,scale 5,type v
11590,2246,young adult,wavy,black,brown,scale 5,type v
11591,2246,young adult,wavy,black,brown,scale 5,type v
11592,2246,young adult,wavy,black,brown,scale 5,type v
11593,2247,young adult,wavy,black,black,scale 5,type v
11594,2247,young adult,wavy,black,black,scale 5,type v
11595,2247,young adult,wavy,black,black,scale 5,type v
11596,2247,young adult,wavy,black,black,scale 5,type v
11597,2248,young adult,straight,black,black,scale 5,type iv
11598,2248,young adult,straight,black,black,scale 5,type iv
11599,2248,young adult,straight,black,black,scale 5,type iv
11600,2248,young adult,straight,black,black,scale 5,type iv
11605,2250,young adult,straight,black,black,scale 5,type v
11606,2250,young adult,straight,black,black,scale 5,type v
11607,2250,young adult,straight,black,black,scale 5,type v
11608,2250,young adult,straight,black,black,scale 5,type v
11609,2251,young adult,wavy,natural,brown,scale 4,type iii
11610,2251,young adult,wavy,natural,brown,scale 4,type iii
11611,2251,young adult,wavy,natural,brown,scale 4,type iii
11612,2251,young adult,wavy,natural,brown,scale 4,type iii
11617,2253,young adult,wavy,black,black,scale 5,type v
11618,2253,young adult,wavy,black,black,scale 5,type v
11619,2253,young adult,wavy,black,black,scale 5,type v
11620,2253,young adult,wavy,black,black,scale 5,type v
11621,2254,adult,straight,black,black,scale 5,type iv
11622,2254,adult,straight,black,black,scale 5,type iv
11623,2254,adult,straight,black,black,scale 5,type iv
11624,2254,adult,straight,black,black,scale 5,type iv
11625,2255,young adult,curly,black,brown,scale 5,type iv
11626,2255,young adult,curly,black,brown,scale 5,type iv
11627,2255,young adult,curly,black,brown,scale 5,type iv
11628,2255,young adult,curly,black,brown,scale 5,type iv
11629,2256,young adult,wavy,black,brown,scale 5,type v
11630,2256,young adult,wavy,black,brown,scale 5,type v
11631,2256,young adult,wavy,black,brown,scale 5,type v
11632,2256,young adult,wavy,black,brown,scale 5,type v
11637,2258,young adult,straight,black,black,scale 5,type v
11638,2258,young adult,straight,black,black,scale 5,type v
11639,2258,young adult,straight,black,black,scale 5,type v
11640,2258,young adult,straight,black,black,scale 5,type v
11649,2261,young adult,straight,black,black,scale 5,type v
11650,2261,young adult,straight,black,black,scale 5,type v
11651,2261,young adult,straight,black,black,scale 5,type v
11652,2261,young adult,straight,black,black,scale 5,type v
11653,2262,young adult,straight,black,black,scale 5,type v
11654,2262,young adult,straight,black,black,scale 5,type v
11655,2262,young adult,straight,black,black,scale 5,type v
11656,2262,young adult,straight,black,black,scale 5,type v
11657,2263,adult,straight,black,black,scale 5,type v
11658,2263,adult,straight,black,black,scale 5,type v
11659,2263,adult,straight,black,black,scale 5,type v
11660,2263,adult,straight,black,black,scale 5,type v
11661,2264,young adult,straight,black,black,scale 5,type v
11662,2264,young adult,straight,black,black,scale 5,type v
11663,2264,young adult,straight,black,black,scale 5,type v
11664,2264,young adult,straight,black,black,scale 5,type v
11665,2265,young adult,straight,black,black,scale 5,type v
11666,2265,young adult,straight,black,black,scale 5,type v
11667,2265,young adult,straight,black,black,scale 5,type v
11668,2265,young adult,straight,black,black,scale 5,type v
11669,2266,young adult,straight,black,black,scale 5,type iv
11670,2266,young adult,straight,black,black,scale 5,type iv
11671,2266,young adult,straight,black,black,scale 5,type iv
11672,2266,young adult,straight,black,black,scale 5,type iv
11673,2267,young adult,wavy,black,black,scale 3,type iii
11674,2267,young adult,wavy,black,black,scale 3,type iii
11675,2267,young adult,wavy,black,black,scale 3,type iii
11676,2267,young adult,wavy,black,black,scale 3,type iii
11677,2268,young adult,straight,black,black,scale 5,type iv
11678,2268,young adult,straight,black,black,scale 5,type iv
11679,2268,young adult,straight,black,black,scale 5,type iv
11680,2268,young adult,straight,black,black,scale 5,type iv
11681,2269,young adult,curly,brunette,brown,scale 5,type v
11682,2269,young adult,curly,brunette,brown,scale 5,type v
11683,2269,young adult,curly,brunette,brown,scale 5,type v
11684,2269,young adult,curly,brunette,brown,scale 5,type v
11685,2270,young adult,wavy,black,black,scale 5,type iv
11686,2270,young adult,wavy,black,black,scale 5,type iv
11687,2270,young adult,wavy,black,black,scale 5,type iv
11688,2270,young adult,wavy,black,black,scale 5,type iv
11689,2271,young adult,curly,black,brown,scale 5,type iv
11690,2271,young adult,curly,black,brown,scale 5,type iv
11691,2271,young adult,curly,black,brown,scale 5,type iv
11692,2271,young adult,curly,black,brown,scale 5,type iv
11693,2272,young adult,wavy,black,black,scale 5,type v
11694,2272,young adult,wavy,black,black,scale 5,type v
11695,2272,young adult,wavy,black,black,scale 5,type v
11696,2272,young adult,wavy,black,black,scale 5,type v
11697,2273,young adult,straight,black,black,scale 5,type iv
11698,2273,young adult,straight,black,black,scale 5,type iv
11699,2273,young adult,straight,black,black,scale 5,type iv
11700,2273,young adult,straight,black,black,scale 5,type iv
11701,2274,young adult,straight,black,black,scale 5,type iv
11702,2274,young adult,straight,black,black,scale 5,type iv
11703,2274,young adult,straight,black,black,scale 5,type iv
11704,2274,young adult,straight,black,black,scale 5,type iv
11705,2275,young adult,straight,black,black,scale 5,type v
11706,2275,young adult,straight,black,black,scale 5,type v
11707,2275,young adult,straight,black,black,scale 5,type v
11708,2275,young adult,straight,black,black,scale 5,type v
11709,2276,young adult,straight,black,black,scale 5,type v
11710,2276,young adult,straight,black,black,scale 5,type v
11711,2276,young adult,straight,black,black,scale 5,type v
11712,2276,young adult,straight,black,black,scale 5,type v
